證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"3130","一零四","44301","10060974","228.00","228.00","226.00","226.50","-1.5000","203"
"3138","耀登","330533","37307898","109.50","114.50","107.50","114.50","5.0000","369"
"3149","正達","5765450","202659324","34.10","36.60","33.20","35.95","1.0500","3821"
"3150","鈺寶-創","5000","167000","34.00","34.00","33.00","33.90","0.3000","5"
"3164","景岳","20209","408959","20.10","20.35","20.10","20.30","0.1500","106"
"3167","大量","1078463","100527646","92.10","95.00","91.50","93.90","-0.6000","901"
"3168","眾福科","8314","396083","47.50","48.60","47.00","48.45","0.5500","10"
"3189","景碩","4695084","454424100","95.80","98.20","94.80","97.50","0.0000","3730"
"3209","全科","1374501","51085086","36.95","37.60","36.60","37.40","0.1500","1223"
"3229","晟鈦","8034","140137","17.35","17.65","17.35","17.40","-0.3500","35"
"3231","緯創","19966343","2138207110","105.00","110.00","104.00","108.50","1.5000","12131"
"3257","虹冠電","204929","11616181","55.70","57.40","55.40","57.10","-0.2000","164"
"3266","昇陽","23002","376484","16.40","16.40","16.30","16.40","-0.1000","18"
"3296","勝德","97719","2647289","26.80","27.25","26.80","27.20","0.0500","152"
"3305","昇貿","394875","26591562","67.00","68.10","66.30","68.00","0.3000","635"
"3308","聯德","50165","1129871","22.50","22.65","22.40","22.65","0.1500","167"
"3311","閎暉","65431","2442779","37.55","37.55","37.15","37.45","0.0500","101"
"3312","弘憶股","815741","41416679","49.80","52.50","48.85","52.40","1.8000","786"
"3321","同泰","254562","2634655","10.35","10.35","10.35","10.35","-1.1000","232"
"3338","泰碩","429103","24869712","57.00","59.00","56.90","58.30","-1.1000","503"
"3346","麗清","264440","9112905","34.30","35.05","33.85","34.65","0.4000","269"
"3356","奇偶","373840","21653213","58.00","58.80","56.70","58.50","0.0000","790"
"3376","新日興","7727742","2129680993","269.50","281.50","267.00","276.50","4.0000","9131"
"3380","明泰","1249071","42045375","33.35","34.35","32.90","33.80","0.0500","895"
"3406","玉晶光","1103228","526999376","474.50","481.50","472.00","480.50","-0.5000","1452"
"3413","京鼎","869685","273059952","309.00","319.00","306.00","319.00","7.0000","1763"
"3416","融程電","797086","133733159","168.00","173.50","165.00","170.50","1.5000","667"
"3419","譁裕","294917","5204113","17.55","17.95","17.30","17.95","0.3500","205"
"3432","台端","10130","166025","16.60","16.60","15.80","16.40","0.2000","11"
"3437","榮創","171806","3584801","20.95","21.15","20.45","20.95","0.0000","180"
"3443","創意","2381849","3043102945","1285.00","1310.00","1250.00","1285.00","-35.0000","5578"
"3447","展達","4184315","290271815","68.10","70.20","68.00","69.80","1.0000","3890"
"3450","聯鈞","17497570","4608367144","259.00","271.50","254.00","265.00","1.5000","15859"
"3454","晶睿","228058","29720769","130.50","133.50","127.50","133.00","1.0000","296"
"3481","群創","38635776","558883748","14.40","14.65","14.20","14.65","0.0500","10310"
"3494","誠研","109336","2074209","18.55","19.15","18.55","19.15","0.0500","170"
"3501","維熹","165218","10209478","61.90","62.50","61.30","62.30","0.3000","151"
"3504","揚明光","1019492","64583268","63.00","64.90","61.30","64.90","0.6000","888"
"3515","華擎","567174","137948190","240.00","248.00","236.00","247.50","1.5000","1249"
"3518","柏騰","309598","6961535","22.85","22.90","22.25","22.50","-0.3000","270"
"3528","安馳","186550","10290207","55.40","55.70","54.20","55.50","0.1000","255"
"3530","晶相光","180674","14587039","82.30","82.30","80.00","81.20","-0.8000","193"
"3532","台勝科","422929","38127050","90.00","92.00","88.40","91.70","0.1000","476"
"3533","嘉澤","1687803","2841995600","1595.00","1735.00","1575.00","1710.00","80.0000","2774"
"3535","晶彩科","931721","42076516","44.60","45.90","44.50","45.80","-0.4000","862"
"3543","州巧","104501","2401087","23.00","23.05","22.70","23.05","0.0500","284"
"3545","敦泰","660660","50898668","76.50","77.80","76.00","77.60","-0.3000","1114"
"3550","聯穎","109754","1771424","16.20","16.30","15.90","16.15","-0.0500","193"
"3557","嘉威","136947","9231078","67.30","68.40","67.00","67.70","0.3000","130"
"3563","牧德","2726603","1266320330","437.00","482.00","431.00","480.50","39.0000","3913"
"3576","聯合再生","1863385","18526081","10.00","10.10","9.81","10.10","0.0500","1128"
"3583","辛耘","1765461","574399361","309.50","337.50","308.50","336.50","14.0000","2878"
"3588","通嘉","173725","11018208","63.10","64.50","62.00","63.90","0.3000","613"
"3591","艾笛森","940659","22725630","23.90","24.60","23.70","24.45","0.4000","541"
"3592","瑞鼎","332980","127943245","384.50","390.00","375.00","387.00","1.5000","765"
"3593","力銘","20025","149690","7.39","7.86","7.30","7.84","0.2300","42"
"3596","智易","4997622","1013258264","200.00","207.50","196.50","206.00","8.0000","10036"
"3605","宏致","4154034","247714616","58.60","61.20","58.00","60.30","0.5000","2742"
"3607","谷崧","477346","8191305","17.20","17.30","16.90","17.30","0.2000","330"
"3617","碩天","642292","197537681","305.00","312.00","301.00","309.50","1.5000","656"
"3622","洋華","399322","24764541","61.90","62.90","60.80","62.90","0.9000","396"
"3645","達邁","7759666","557724001","70.00","73.50","69.70","73.00","0.6000","5942"
"3652","精聯","110005","4127885","37.20","37.95","36.80","37.95","0.6000","92"
"3653","健策","857662","1072126360","1225.00","1275.00","1215.00","1265.00","-5.0000","1501"
"3661","世芯-KY","2419795","7254548125","2975.00","3040.00","2935.00","3025.00","-50.0000","10854"
"3665","貿聯-KY","2456454","1431400498","578.00","593.00","571.00","586.00","-5.0000","3136"
"3669","圓展","23179","976009","41.90","42.70","41.90","42.05","0.0000","23"
"3673","TPK-KY","1076023","41160906","38.05","38.75","37.60","38.65","0.1000","805"
"3679","新至陞","334702","51538979","151.00","156.00","151.00","155.50","4.5000","410"
"3686","達能","75513","1349960","18.00","18.35","17.50","18.20","0.0500","179"
"3694","海華","15783904","1025791473","63.70","67.30","62.20","64.40","0.6000","10202"
"3701","大眾控","198208","7533289","38.10","38.45","37.50","38.45","0.2500","178"
"3702","大聯大","8962065","597342425","67.10","67.50","66.30","66.40","-1.5000","7255"
"3703","欣陸","618163","19558429","31.70","31.95","31.20","31.95","0.1500","632"
"3704","合勤控","1316310","52406834","39.40","40.60","38.50","40.20","0.8000","1004"
"3705","永信","925643","49763390","53.00","54.30","52.70","54.20","1.1000","620"
"3706","神達","20602378","1378466712","66.00","67.80","65.50","67.80","0.4000","11427"
"3708","上緯投控","508389","42567806","85.20","85.20","82.90","84.70","-0.2000","634"
"3711","日月光投控","23185996","3782628549","161.00","166.00","160.00","164.00","-1.5000","13383"
"3712","永崴投控","1596636","102917448","64.50","65.80","63.20","65.50","0.5000","1616"
"3714","富采","3609075","155309459","43.00","43.45","42.50","43.25","-0.3500","3128"
"3715","定穎投控","1267110","74547531","58.50","59.70","57.70","59.70","0.6000","1207"
"3716","中化控股","80368","3086731","38.05","38.60","38.00","38.60","0.2500","167"
"4104","佳醫","123085","10788096","87.80","87.90","87.50","87.80","0.0000","829"
"4106","雃博","63373","1575193","24.80","25.10","24.75","25.10","0.2000","135"
"4108","懷特","152754","2497966","16.55","16.55","16.25","16.35","-0.2000","224"
"4119","旭富","117561","10096022","86.30","86.30","85.60","86.10","-0.3000","237"
"4133","亞諾法","166176","4913493","29.70","29.85","29.30","29.85","0.0000","569"
"4137","麗豐-KY","285758","34012337","119.00","120.50","117.00","119.50","-0.5000","312"
"4142","國光生","1897608","43383054","23.10","23.15","22.70","23.05","-0.2500","1192"
"4148","全宇生技-KY","24060","1108260","46.05","46.80","45.90","46.05","-0.2500","30"
"4155","訊映","121470","2633299","21.55","21.85","21.45","21.70","-0.2500","281"
"4164","承業醫","8114639","463878594","56.90","58.40","55.00","57.80","0.9000","4935"
"4190","佐登-KY","14688","668156","45.55","45.95","45.10","45.35","-0.3000","127"
"4306","炎洲","1005931","17981373","17.95","18.00","17.70","17.95","-0.0500","621"
"4414","如興","373350","1430267","3.85","3.85","3.79","3.83","-0.0200","130"
"4426","利勤","311773","4717610","15.00","15.45","14.80","15.35","0.2500","211"
"4438","廣越","328616","35261307","108.50","108.50","106.00","108.50","-0.5000","250"
"4439","冠星-KY","11057","1115407","101.00","101.50","100.50","100.50","-0.5000","28"
"4440","宜新實業","139310","3315650","24.00","24.00","23.70","23.75","-0.2500","52"
"4526","東台","16217383","564538621","33.65","35.65","33.65","34.30","0.9000","10255"
"4532","瑞智","2806972","82558963","29.00","29.65","28.90","29.65","0.5000","1796"
"4536","拓凱","368584","78819761","210.50","216.00","210.50","215.50","2.5000","1359"
"4540","全球傳動","3812986","212341712","55.10","56.90","54.10","55.50","-0.3000","3176"
"4545","銘鈺","114645","5230961","45.10","46.55","44.55","46.45","-0.1000","217"
"4551","智伸科","167551","18241259","108.00","110.50","106.50","110.50","1.0000","172"
"4552","力達-KY","64349","1566113","24.25","24.45","24.25","24.45","0.1000","220"
"4555","氣立","525789","22177309","41.90","43.00","41.65","43.00","0.0000","417"
"4557","永新-KY","146844","18312326","124.00","126.50","122.50","125.00","-0.5000","332"
"4560","強信-KY","551038","19266099","34.85","35.65","34.70","35.20","-0.0500","213"
"4562","穎漢","1845290","111962478","60.80","61.60","59.40","61.40","0.6000","1416"
"4564","元翎","593163","12693356","21.55","21.65","21.10","21.65","-0.0500","597"
"4566","時碩工業","469445","33857150","71.40","73.20","70.20","72.90","0.9000","430"
"4569","六方科-KY","77244","13331750","174.00","175.00","168.00","174.50","-0.5000","117"
"4571","鈞興-KY","1156514","236353912","202.00","208.00","200.50","203.50","-2.5000","1604"
"4572","駐龍","42699","6758846","157.00","159.50","156.50","158.50","1.0000","67"
"4576","大銀微系統","4812889","700304849","145.00","148.50","144.00","144.00","-2.5000","4580"
"4581","光隆精密-KY","17057","1013106","59.00","59.70","59.00","59.50","0.0000","24"
"4583","台灣精銳","699221","533122247","760.00","780.00","752.00","763.00","-8.0000","2119"
"4588","玖鼎電力","359490","31042425","84.80","87.40","84.80","86.90","3.0000","408"
"4720","德淵","326565","6635961","20.30","20.50","20.15","20.35","-0.1000","165"
"4722","國精化","3918894","249393486","59.90","65.80","59.20","65.30","4.6000","2638"
"4736","泰博","309791","43264910","139.50","140.50","139.00","140.50","1.0000","338"
"4737","華廣","13104","831993","63.50","63.80","63.10","63.60","-0.3000","50"
"4739","康普","247018","14208652","58.00","58.60","56.80","58.50","0.3000","436"
"4746","台耀","664953","50237347","73.60","76.50","73.40","76.40","1.8000","666"
"4755","三福化","188871","22384262","118.50","120.50","116.50","120.50","1.0000","217"
"4763","材料-KY","1875237","1750335787","921.00","947.00","914.00","946.00","18.0000","4099"
"4764","雙鍵","30000","1396800","46.70","46.70","46.40","46.60","-0.2000","19"
"4766","南寶","364626","118352240","321.50","330.00","316.00","330.00","4.5000","444"
"4770","上品","2523385","881212168","332.00","357.50","329.50","357.50","32.5000","2336"
"4771","望隼","101764","19369099","188.00","193.50","186.50","192.00","2.0000","130"
"4807","日成-KY","2218144","47604952","21.85","22.45","19.85","19.90","-0.5500","1321"
"4904","遠傳","6288204","572469921","90.40","91.60","90.30","90.80","-0.5000","3426"
"4906","正文","1667504","54415743","32.00","33.20","31.70","33.10","0.8500","1283"
"4912","聯德控股-KY","707147","92775443","129.50","136.00","128.00","135.50","2.5000","722"
"4915","致伸","2273551","195394323","85.50","86.50","85.20","86.00","-0.5000","1507"
"4916","事欣科","19147105","969106610","50.50","52.40","48.10","52.20","1.7000","12250"
"4919","新唐","1508487","135468180","90.00","91.40","88.30","91.40","0.6000","1437"
"4927","泰鼎-KY","4722849","178383963","38.10","38.90","37.05","38.40","-0.2000","3267"
"4930","燦星網","78339","2453983","31.25","31.50","31.00","31.50","0.2500","180"
"4934","太極","313497","4275904","13.65","13.80","13.55","13.60","-0.1500","232"
"4935","茂林-KY","110447","6235420","56.40","57.20","55.90","57.00","-0.3000","101"
"4938","和碩","6488998","615356428","94.50","96.00","93.60","94.70","-0.4000","3736"
"4942","嘉彰","81020","3341822","41.05","41.40","41.05","41.40","0.0500","67"
"4943","康控-KY","15030","250354","15.60","17.20","15.60","17.00","0.2000","38"
"4949","有成精密","678971","19518339","28.65","29.80","27.35","28.85","0.7000","579"
"4952","凌通","193790","9908956","51.10","51.80","50.40","51.50","0.1000","200"
"4956","光鋐","934716","28440184","30.00","31.05","29.50","31.05","0.5500","673"
"4958","臻鼎-KY","3890053","443371512","113.50","115.50","112.50","114.50","0.0000","2506"
"4960","誠美材","1148745","15609239","13.70","13.70","13.50","13.65","-0.1000","528"
"4961","天鈺","392617","89587474","228.00","230.50","225.00","229.00","-1.5000","517"
"4967","十銓","1191714","102100868","85.00","87.60","84.30","87.20","0.6000","1362"
"4968","立積","6675395","1366196711","197.50","214.00","190.50","210.50","11.5000","6081"
"4976","佳凌","312031","11403117","37.00","37.05","35.90","37.05","0.2500","344"
"4977","眾達-KY","3166658","355128207","109.50","115.00","108.50","113.00","2.5000","2535"
"4989","榮科","108830","2137362","19.90","19.95","19.20","19.65","-0.2500","118"
"4994","傳奇","24240","2453179","102.00","102.00","100.50","101.50","0.5000","36"
"4999","鑫禾","25912","829356","31.85","32.10","31.80","32.10","0.0500","189"
"5007","三星","36391","1995539","54.80","55.10","54.40","55.10","0.2000","41"
"5203","訊連","1060760","135421685","128.50","130.50","125.00","128.50","-2.5000","1285"
"5215","科嘉-KY","13241","598914","44.75","45.50","44.75","45.50","0.1500","17"
"5222","全訊","110789","13696270","123.00","125.00","122.00","125.00","1.5000","338"
"5225","東科-KY","1311564","186231110","139.50","144.00","138.00","144.00","3.0000","1575"
"5234","達興材料","3516970","749146639","215.00","219.00","205.00","216.50","0.5000","7898"
"5243","乙盛-KY","1613254","93383345","58.50","58.50","57.00","58.20","-0.5000","960"
"5244","弘凱","253685","11095530","43.80","44.15","43.25","43.90","0.1000","209"
"5258","虹堡","713522","65245726","91.10","93.20","90.00","92.00","-0.7000","822"
"5269","祥碩","963697","1896268600","1990.00","2015.00","1920.00","1995.00","-15.0000","2018"
"5283","禾聯碩","50888","5217554","102.50","103.00","102.00","103.00","0.0000","90"
"5284","jpp-KY","642251","96024455","147.50","152.50","144.50","151.50","3.5000","556"
"5285","界霖","109028","5547728","50.30","51.70","50.10","51.60","0.4000","89"
"5288","豐祥-KY","130955","24359861","183.50","187.00","183.50","187.00","0.5000","127"
"5292","華懋","105111","16727105","157.50","160.50","157.00","160.50","1.5000","125"
"5306","桂盟","87054","10888149","126.00","126.00","124.00","125.50","-0.5000","134"
"5388","中磊","3436691","466393952","135.50","137.50","133.00","135.50","0.0000","5367"
"5434","崇越","711784","202507367","282.50","288.50","278.00","287.00","3.0000","1047"
"5469","瀚宇博","1040860","57201507","54.70","55.60","54.10","55.40","0.4000","988"
"5471","松翰","161067","6494948","40.35","40.65","39.85","40.50","0.0000","326"
"5484","慧友","284820","15307894","54.00","54.40","52.40","54.00","0.0000","277"
"5515","建國","239723","6613955","27.50","27.75","27.35","27.60","-0.0500","223"
"5519","隆大","302833","10159625","33.60","34.15","33.10","34.15","0.1500","261"
"5521","工信","1366464","15904772","11.65","11.75","11.50","11.65","-0.1000","504"
"5522","遠雄","1919623","154346202","79.20","81.20","78.20","81.00","1.8000","1711"
"5525","順天","92096","2883683","31.30","31.60","31.00","31.50","0.0000","50"
"5531","鄉林","848855","8585330","10.15","10.30","10.00","10.25","0.0500","293"
"5533","皇鼎","55302","1084328","19.65","19.65","19.50","19.60","-0.0500","39"
"5534","長虹","542634","51127745","94.70","95.10","93.30","95.00","0.2000","803"
"5538","東明-KY","17000","582950","34.30","34.55","33.65","34.35","-0.2000","13"
"5546","永固-KY","34006","1033486","30.50","31.00","30.05","31.00","1.0000","30"
"5607","遠雄港","254600","11031242","43.70","43.80","43.00","43.80","-0.2000","331"
"5608","四維航","15851665","339773091","21.30","21.95","20.75","21.80","0.5000","7771"
"5706","鳳凰","233006","15810484","67.50","68.40","67.20","68.40","-0.2000","247"
"5871","中租-KY","9795337","1244248426","127.00","128.00","125.50","128.00","-1.0000","6223"
"5871A","中租-KY甲特","27270","2721627","99.80","99.90","99.80","99.80","-0.1000","17"
"5876","上海商銀","9457237","410979041","43.65","44.25","43.00","43.10","-1.2000","5498"
"5880","合庫金","14970170","366976464","24.60","24.65","24.45","24.45","-0.3500","6267"
"5906","台南-KY","37","1986","","","","","0.0000","9"
"5907","大洋-KY","355802","3609789","10.45","10.45","10.00","10.15","-0.2000","188"
"6005","群益證","3018609","80693678","26.55","26.95","26.40","26.95","0.0500","1660"
"6024","群益期","312423","17507075","55.70","56.30","55.60","56.00","0.0000","1005"
"6108","競國","177183","2927741","16.40","16.70","16.25","16.55","0.0000","180"
"6112","邁達特","7065035","419468818","58.10","61.10","57.10","58.70","0.6000","5441"
"6115","鎰勝","84883","4444097","52.50","52.70","52.10","52.60","-0.1000","53"
"6116","彩晶","3492516","29067267","8.36","8.40","8.25","8.40","-0.0500","1511"
"6117","迎廣","454839","42069289","91.00","94.30","90.00","93.70","1.4000","894"
"6120","達運","1077057","14584553","13.50","13.85","13.30","13.85","0.2000","753"
"6128","上福","30828","1107951","35.90","36.00","35.85","36.00","0.1000","69"
"6133","金橋","377714","7145792","18.90","19.15","18.35","19.10","0.1000","219"
"6136","富爾特","787679","19010846","24.00","24.70","23.65","24.15","0.0500","541"
"6139","亞翔","10447144","2805319518","266.00","275.00","258.50","273.50","10.5000","10250"
"6141","柏承","635683","9919583","15.45","15.95","15.10","15.75","0.2500","394"
"6142","友勁","627514","7024960","11.10","11.35","11.00","11.30","-0.0500","481"
"6152","百一","275246","3356884","12.10","12.35","11.95","12.25","0.0500","247"
"6153","嘉聯益","2364331","35336441","14.95","15.25","14.60","15.20","0.1500","1268"
"6155","鈞寶","381344","9812791","24.85","26.25","24.70","26.25","1.1500","283"
"6164","華興","156033","2008470","12.90","13.00","12.75","12.95","0.0500","348"
"6165","浪凡","185294","8056562","43.75","43.85","43.00","43.50","0.0000","234"
"6166","凌華","1149667","93207894","81.30","83.60","78.80","83.60","1.7000","1134"
"6168","宏齊","448201","9531688","21.20","21.55","20.85","21.45","-0.0500","273"
"6176","瑞儀","1848607","366744407","193.50","201.00","193.50","198.50","3.0000","1494"
"6177","達麗","524136","23682448","45.00","45.80","44.65","45.60","0.0000","414"
"6183","關貿","54553","5007997","92.00","92.60","91.10","92.60","-0.1000","197"
"6184","大豐電","56089","3000691","53.20","53.80","53.00","53.70","0.0000","123"
"6189","豐藝","470582","37015973","78.30","79.70","77.30","79.40","0.4000","671"
"6191","精成科","4638757","329796637","70.60","72.50","69.60","71.90","0.4000","3492"
"6192","巨路","140933","15091549","107.50","108.50","106.00","108.50","1.0000","203"
"6196","帆宣","10535285","1735327025","155.50","168.50","155.00","168.50","15.0000","9083"
"6197","佳必琪","517301","74028917","141.50","146.00","140.00","145.50","2.5000","497"
"6201","亞弘電","332571","20882774","64.20","64.40","61.80","63.80","-1.2000","325"
"6202","盛群","393546","19679942","49.70","50.70","49.20","50.70","0.4000","829"
"6205","詮欣","278081","19566983","70.50","71.30","69.20","70.90","0.3000","214"
"6206","飛捷","7864249","1171418541","146.00","153.50","144.50","148.00","-1.5000","5284"
"6209","今國光","1406260","43418956","30.50","31.40","30.20","31.30","0.2500","942"
"6213","聯茂","1630734","116075013","71.00","72.20","70.00","71.90","-0.1000","1414"
"6214","精誠","1631957","218230101","132.50","136.00","130.50","135.00","1.0000","1756"
"6215","和椿","9220695","1034664007","108.50","116.50","107.00","113.00","-1.0000","7723"
"6216","居易","179910","6663142","36.95","37.45","36.50","37.40","0.4000","183"
"6224","聚鼎","108625","6081689","55.90","57.00","55.10","56.40","0.2000","164"
"6225","天瀚","","","","","","","0.0000",""
"6226","光鼎","49348","430968","8.72","8.77","8.70","8.70","-0.0200","109"
"6230","尼得科超眾","50851","9406215","180.00","189.00","180.00","189.00","4.5000","197"
"6235","華孚","745837","46724965","63.30","63.50","61.70","62.90","-0.4000","879"
"6239","力成","2884656","362344765","123.00","127.00","122.50","126.00","1.0000","2019"
"6243","迅杰","81875","3623628","43.35","44.80","43.35","44.80","0.2500","177"
"6257","矽格","20697348","1675042894","78.60","82.30","78.30","82.00","2.6000","15697"
"6269","台郡","1382731","93544712","68.10","68.40","67.00","68.00","-0.8000","1087"
"6271","同欣電","956322","116105510","120.00","123.50","119.00","122.00","0.5000","1479"
"6277","宏正","42747","3255893","76.10","76.50","76.00","76.50","0.0000","107"
"6278","台表科","1172250","129113257","108.50","111.50","108.00","111.00","1.5000","873"
"6281","全國電","102582","8311251","81.10","81.50","80.50","81.50","0.4000","164"
"6282","康舒","2515875","78169705","31.25","31.65","30.50","31.55","0.1500","1748"
"6283","淳安","223101","6311406","28.45","28.75","28.00","28.75","-0.0500","157"
"6285","啟碁","3615760","530997748","143.00","149.00","142.00","146.50","2.5000","3198"
"6288","聯嘉","391012","10160884","25.70","26.80","25.25","26.20","0.4000","318"
"6405","悅城","394616","11253731","28.30","28.85","28.05","28.70","-0.4000","215"
"6409","旭隼","258261","451384215","1770.00","1770.00","1730.00","1750.00","-30.0000","588"
"6412","群電","937225","118345982","125.50","127.50","125.00","126.50","-0.5000","936"
"6414","樺漢","1059950","331301255","304.00","321.00","301.50","316.00","7.5000","2951"
"6415","矽力*-KY","3298891","1438279107","443.50","443.50","428.50","439.00","-11.0000","3658"
"6416","瑞祺電通","6274186","836995379","127.50","138.00","127.00","138.00","12.5000","4909"
"6423","億而得-創","27086","2633121","97.10","98.40","96.50","98.40","-0.5000","32"
"6426","統新","655150","52048115","79.80","81.80","77.60","79.70","-1.2000","782"
"6431","光麗-KY","295827","5477343","17.85","19.20","17.80","19.00","0.5500","144"
"6438","迅得","3778968","737469573","186.50","201.50","186.00","199.00","12.5000","3394"
"6442","光聖","3053055","1466496325","463.00","493.00","455.00","483.00","10.0000","3523"
"6443","元晶","4292956","84347489","19.55","19.90","19.40","19.65","0.1000","2336"
"6446","藥華藥","2201099","1383496341","628.00","642.00","615.00","635.00","2.0000","4535"
"6449","鈺邦","619417","81500331","131.50","134.50","129.00","132.50","-2.5000","712"
"6451","訊芯-KY","5789763","1038365836","181.00","183.50","177.00","179.00","-4.5000","5812"
"6456","GIS-KY","493799","26323377","53.50","54.10","52.30","54.00","0.0000","425"
"6464","台數科","13284","1055950","79.00","79.70","79.00","79.70","0.4000","20"
"6472","保瑞","1002641","889917235","888.00","899.00","875.00","896.00","4.0000","2502"
"6477","安集","431106","15488067","35.70","36.40","35.10","36.00","0.2500","381"
"6491","晶碩","282236","104990444","371.00","376.00","367.00","376.00","1.5000","491"
"6504","南六","70329","4452251","63.90","64.10","62.70","63.30","-0.7000","79"
"6505","台塑化","7338779","278948073","38.20","38.35","37.65","38.35","-0.5500","5008"
"6515","穎崴","2191783","3114305900","1335.00","1475.00","1330.00","1470.00","125.0000","4213"
"6525","捷敏-KY","138256","9828836","71.50","72.20","70.00","72.20","1.0000","139"
"6526","達發","435265","278681808","634.00","655.00","624.00","652.00","9.0000","1204"
"6531","愛普*","872326","257209251","291.00","300.50","288.00","300.00","3.5000","1646"
"6533","晶心科","1605308","612587066","375.50","395.50","364.00","394.00","11.0000","2371"
"6534","正瀚-創","62217","5273955","84.00","85.20","83.50","85.00","0.5000","32"
"6541","泰福-KY","424052","32446333","76.60","78.10","74.60","77.90","1.0000","599"
"6550","北極星藥業-KY","423698","19486923","46.80","46.80","45.65","46.30","-0.6000","428"
"6552","易華電","37583","1373777","36.15","36.75","36.15","36.65","-0.2000","58"
"6558","興能高","11987936","716824532","59.50","61.70","56.80","60.40","0.0000","8075"
"6573","虹揚-KY","48558","664163","13.60","13.80","13.60","13.75","0.0500","27"
"6579","研揚","264781","37375868","139.00","143.50","137.00","143.50","2.5000","598"
"6581","鋼聯","79144","9121499","113.00","117.00","112.50","116.00","1.5000","81"
"6582","申豐","51767","2900451","55.70","56.40","55.60","56.30","-0.1000","70"
"6585","鼎基","663520","116805410","178.50","181.00","171.00","181.00","1.5000","740"
"6591","動力-KY","477469","26802916","56.80","56.80","55.20","56.50","-0.7000","632"
"6592","和潤企業","472014","38397039","81.50","82.40","80.50","82.40","0.9000","422"
"6592A","和潤企業甲特","1232","120572","98.00","98.00","98.00","98.00","0.7000","10"
"6592B","和潤企業乙特","16268","1598008","98.20","98.40","98.10","98.30","-0.1000","16"
"6598","ABC-KY","265214","6139407","23.10","23.55","23.00","23.20","-0.3500","254"
"6605","帝寶","480877","102773603","210.00","218.00","207.00","217.00","6.5000","620"
"6606","建德工業","76057","2115971","27.60","27.90","27.60","27.90","0.1000","41"
"6625","必應","170001","12907097","77.50","77.50","75.40","76.00","-1.5000","234"
"6641","基士德-KY","10150","291900","28.55","28.95","28.50","28.90","-0.1000","13"
"6645","金萬林-創","51072","1184565","23.45","23.65","22.95","23.65","0.0500","57"
"6655","科定","","","","","","","0.0000",""
"6657","華安","1223474","85170825","69.00","72.30","66.60","72.20","3.3000","961"
"6658","聯策","194571","13872885","70.20","72.00","70.10","71.60","-0.9000","534"
"6666","羅麗芬-KY","41111","2063151","50.00","51.20","49.30","50.40","0.1000","53"
"6668","中揚光","322065","16018922","49.50","50.30","49.00","50.00","-0.1000","326"
"6669","緯穎","1882593","3592553425","1870.00","1960.00","1845.00","1935.00","15.0000","6590"
"6670","復盛應用","489674","165539700","336.00","342.50","333.00","342.50","2.5000","553"
"6671","三能-KY","63024","2740003","43.70","43.95","43.15","43.65","-0.0500","45"
"6672","騰輝電子-KY","841367","67713477","79.10","81.80","78.40","81.80","1.3000","854"
"6674","鋐寶科技","2006","48550","24.25","24.25","24.15","24.15","0.4500","6"
"6689","伊雲谷","774655","79358399","101.50","105.00","99.50","104.50","1.5000","776"
"6691","洋基工程","885914","395285164","430.00","455.00","428.00","445.00","9.0000","1316"
"6695","芯鼎","638863","36818625","57.00","58.70","56.00","58.50","1.4000","572"
"6698","旭暉應材","104037","3632842","35.10","35.20","34.75","34.85","-0.2500","291"
"6706","惠特","2128972","206979403","99.00","99.80","94.20","98.90","-0.8000","2095"
"6715","嘉基","79379","11432152","143.00","145.50","141.00","145.50","1.0000","99"
"6719","力智","304362","65087731","211.00","217.00","210.50","216.00","1.0000","429"
"6742","澤米","2493577","170169326","68.60","70.10","65.90","69.60","-0.4000","1704"
"6743","安普新","201890","8662089","42.95","43.70","42.30","43.70","0.5000","163"
"6753","龍德造船","655172","74004293","112.00","115.50","111.00","115.50","2.5000","849"
"6754","匯僑設計","110265","7514187","67.00","68.90","67.00","68.20","1.2000","289"
"6756","威鋒電子","85448","10640810","123.00","126.50","122.50","126.00","0.0000","139"
"6757","台灣虎航","3801892","308497021","82.80","82.80","79.60","82.20","-0.8000","3102"
"6768","志強-KY","1739046","261209966","152.50","154.00","148.00","150.00","-4.5000","1771"
"6770","力積電","15674131","275901437","17.20","18.00","17.15","18.00","0.4000","5940"
"6771","平和環保-創","16033","928424","58.00","58.30","57.60","58.30","0.3000","23"
"6776","展碁國際","36220","2141152","59.30","59.50","58.80","59.40","-0.2000","52"
"6781","AES-KY","2398971","2265695460","935.00","975.00","904.00","973.00","25.0000","3183"
"6782","視陽","340574","59354754","173.50","176.50","172.00","175.50","-1.0000","440"
"6789","采鈺","2522116","693226863","274.50","280.00","269.00","277.50","-0.5000","3256"
"6790","永豐實","114429","4895865","42.85","42.85","42.50","42.85","0.0000","178"
"6792","詠業","119288","8096397","67.30","68.20","67.20","67.70","0.5000","144"
"6794","向榮生技-創","18001","1287473","71.50","72.80","70.80","72.30","0.7000","19"
"6796","晉弘","7106","596981","85.20","85.20","83.30","83.50","-1.7000","14"
"6799","來頡","826416","93379854","113.00","115.50","109.50","115.00","0.0000","721"
"6805","富世達","1839746","1302694057","666.00","732.00","655.00","732.00","66.0000","2813"
"6806","森崴能源","6537554","665062944","108.50","108.50","100.50","101.50","-10.0000","5871"
